acc,center_name,biosample,organism,bioproject,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,attr_bases,attr_bytes,attr_run_file_create_date,attr_collection_date_sam,attr_ena_first_public_sam,attr_ena_last_update_sam,attr_external_id_sam,attr_geographic_location__country_and_or_sea__sam,attr_host_health_state_sam,attr_host_scientific_name_sam,attr_insdc_center_name_sam,attr_insdc_first_public_sam,attr_insdc_last_update_sam,attr_insdc_status_sam,attr_isolate_sam_ss_dpl100,attr_isolation_source_sam,attr_scientific_name_sam,attr_sub_species_sam,attr_submitter_id_sam,attr_organism_sam,attr_collected_by_sam,attr_food_origin_sam,attr_host_sam,attr_ifsac__category_sam,attr_isolate_name_alias_sam,attr_lat_lon_sam_s_dpl34,attr_ontological_term_sam,attr_project_name_sam,attr_sequenced_by_sam,attr_source_type_sam,attr_strain_sam_ss_dpl139,attr_attribute_package_sam,attr_host_disease_sam,attr_serovar_sam,attr_assemblyname,attr_arrayexpress_species_sam,attr_common_name_sam,attr_subject_id_sam_s_dpl1092,attr_alias_sam,attr_ena_checklist_sam_s_dpl67,attr_environmental_sample_sam,attr_geographic_location__latitude__sam,attr_geographic_location__longitude__sam,attr_insdc_center_alias_sam,attr_is_the_sequenced_pathogen_host_associated__sam,attr_sra_accession_sam,attr_title_sam,attr_ena_last_update_sam_ss_dpl537,attr_isolation_source_host_associated_sam_s_dpl264,attr_broker_name_sam,attr_isolation_source_non_host_associated_sam,attr_host_associated_sam,attr_country_sam,attr_isolation_date_sam,attr_lab_id_sam,attr_region_sam,attr_resistance_profile_sam,attr_sample_source_sam,attr_continent_sam,attr_source_name_sam,attr_year_sam_s_dpl152,attr_mlst_sam,attr_source_sam,attr_source_site_sam,attr_strain_name_sam,attr_geographic_location_sam_s_dpl93,attr_geographic_location__region_and_locality__sam,attr_antibiotic_exposure_sam,attr_passaging_sam,attr_variant_sam,attr_experimental_factor__immunoprecipitate_exp,attr_experimental_factor__phenotype_exp,attr_genotype_sam_ss_dpl92,attr_growth_condition_sam,attr_organism_part_sam,attr_phenotype_sam,attr_bio_material_sam,attr_instrument_sam,attr_ena_status_id_exp,attr_ena_status_id_run,attr_fda_lab_id_sam,attr_subspecies_sam,attr_genus_sam,attr_projectaccession_sam,attr_publicaccession_sam,attr_species_sam,attr_pfge_primaryenzyme_pattern_sam,attr_isolate_name_sam,attr_env_local_scale_sam,attr_purpose_of_sampling_sam,attr_strain_original_sam,attr_lexmapr_version_sam,attr_outbreak_sam,attr_pfge_secondaryenzyme_pattern_sam,attr_narms_id_sam,attr_narms_isolate_number_sam,attr_package_sam,attr_collection_date_run,attr_host_age_sam,attr_host_sex_sam,attr_culture_collection_sam_ss_dpl468,attr_hhs_region_sam,attr_geo_location_sam,attr_serotype_sam,attr_organisation_name_sam,attr_spuid_namespace_sam,attr_subgroup_sam,attr_potential_contaminant_sam,attr_sequence_type_sam_ss_dpl2,attr_description_sam,attr_intended_consumer_sam,attr_subtype_sam,attr_contact_info_sam,attr_env_broad_scale_sam,attr_env_medium_sam,attr_isol_growth_condt_sam,attr_propagation_sam,attr_host_tissue_sampled_sam_s_dpl239,attr_accession_sam,attr_submitted_serotype_sam,attr_sequence_funding_program_name_sam,attr_sample_type_sam_ss_dpl131,attr_treatment_sam_ss_dpl55,attr_num_replicons_sam,attr_ref_biomaterial_sam,attr_isolation_source_host_associated_sam_s_dpl263,attr_platform_model_sam,attr_sample_number_sam_s_dpl45,attr_biomaterial_provider_sam,attr_antigenform_sam,attr_sourcetype_sam,attr_replicate_sam_ss_dpl121,attr_tax_id_sam_ss_dpl29,attr_experimental_specimen_type_sam,attr_specimen_source_id_sam,attr_passage_history_sam_s_dpl312,attr_pathotype_sam,attr_specimen_voucher_sam,attr_receipt_date_sam,CLASSIFICATION,CONFIDENCE,REASONING,CATEGORY_NUMBER,CORRECT_CLASSIFICATION
SRR24799361,PULSENET,SAMN35561486,Salmonella enterica,PRJNA230403,USA,North America,USA,423989977,269227025,2023-06-01T18:32:00.000Z,2023,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,LAC,human,PNUSAS352965,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with PulseNet and the CDC, which typically handle clinical surveillance of human infections. There is no indication of environmental, food, or animal origin.",1,Clinical
SRR11430474,USDA-FSIS,SAMN14464399,Salmonella enterica subsp. enterica,PRJNA242847,USA,North America,USA:MO,421656029,243175165,2020-03-26T17:38:00.000Z,2020,,,,,,,,,,,,"""Product-Raw-Ground\, Comminuted or Otherwise Nonintact-Pork""",,enterica,,,USDA-FSIS,USA:MO,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS22027497,,,Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regulatory Sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork', which clearly indicates a food product. The sample was collected as part of regulatory sampling by the USDA Food Safety and Inspection Service, further supporting that this is a food safety surveillance sample from a food product.",3,Food
SRR24174742,USDA-FSIS,SAMN34191245,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA242847,USA,North America,USA:NC,336278540,211402305,2023-04-14T16:04:00.000Z,2023,,,,,,,,,,,,chicken - young chicken carcass rinse (post-chill),,enterica,,,USDA-FSIS,USA:NC,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS12321257,,,Salmonella enterica subsp. enterica serovar Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regulatory Sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poultry,High,"The isolation source is 'chicken - young chicken carcass rinse (post-chill)', which directly indicates the sample was taken from poultry (specifically chickens) in a food production or processing context. The involvement of USDA-FSIS and the purpose of 'Regulatory Sampling' further supports that this is related to poultry inspection.",10,Food
SRR32832472,USDA-FSIS,SAMN47546056,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA242847,USA,North America,USA:CO,317694916,191916491,2025-03-24T09:07:00.000Z,2025,,,,,,,,,,,,comminuted chicken,,enterica,,,USDA-FSIS,,,,,missing,,,,,FSIS22518359,,,Salmonella enterica subsp. enterica serovar Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'comminuted chicken', which refers to processed chicken meat, a food product. The sample was collected by USDA-FSIS, an agency focused on food safety, further supporting the classification as a food sample.",3,Food
SRR14679453,USDA-FSIS,SAMN19406449,Salmonella enterica subsp. enterica serovar Kentucky,PRJNA242847,USA,North America,USA:GA,713830194,445475121,2021-05-28T17:57:00.000Z,2021,,,,,,,,,,,,raw intact chicken,,enterica,,,USDA-FSIS,USA:GA,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS32105222,,,Salmonella enterica subsp. enterica serovar Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regulatory Sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'raw intact chicken', and the sample is associated with regulatory sampling by the USDA Food Safety and Inspection Service, which focuses on food safety. The context and metadata indicate the sample was taken from a food product (chicken) rather than directly from a live animal or an environmental source.",3,Food
SRR25763999,USDA-FSIS,SAMN37162294,Salmonella enterica subsp. enterica serovar Schwarzengrund,PRJNA242847,USA,North America,USA:NC,424667708,267994790,2023-08-28T15:52:00.000Z,2023,,,,,,,,,,,,Product-Raw-Intact-Pork,,enterica,,,USDA-FSIS,USA:NC,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS12324566,,,Salmonella enterica subsp. enterica serovar Schwarzengrund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regulatory Sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'Product-Raw-Intact-Pork', which is a food product. The sample was collected by the USDA Food Safety and Inspection Service as part of regulatory sampling, indicating it is from a food safety context rather than directly from animals or the environment.",3,Food
SRR5646582,USDA-FSIS,SAMN07193972,Salmonella enterica subsp. enterica serovar Kentucky,PRJNA242847,USA,North America,USA:CA,462326997,282142927,2017-06-05T17:02:00.000Z,2017,,,,,,,,,,,,raw intact chicken,,enterica,,,USDA-FSIS,USA:CA,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS1700709,,,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regulatory Sampling,,,,,,,,,,,,,,,,,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'raw intact chicken', and the sample was collected by the USDA Food Safety and Inspection Service as part of regulatory sampling for food safety. The context and source clearly indicate the sample is from a food product.",3,Food
SRR24107118,USDA-FSIS,SAMN34115754,Salmonella enterica subsp. enterica serovar Infantis,PRJNA242847,USA,North America,USA:CA,520741759,330439470,2023-04-07T16:46:00.000Z,2023,,,,,,,,,,,,raw intact chicken,,enterica,,,USDA-FSIS,USA:CA,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS12321002,,,Salmonella enterica subsp. enterica serovar Infantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regulatory Sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'raw intact chicken', and the sample is associated with the USDA Food Safety and Inspection Service (FSIS) Product/Environmental Sampling for regulatory purposes. This indicates the sample was taken from a food product (raw chicken) as part of food safety monitoring.",3,Food
SRR33218296,USDA-FSIS,SAMN48060037,Salmonella enterica subsp. enterica serovar Kentucky,PRJNA242847,USA,North America,USA:NY,211169618,130243246,2025-04-18T18:06:00.000Z,2025,,,,,,,,,,,,raw intact chicken,,enterica,,,USDA-FSIS,,,,,missing,,,,,FSIS12536419,,,Salmonella enterica subsp. enterica serovar Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poultry,High,"The isolation source is 'raw intact chicken', which directly indicates poultry as the source. There is no indication of clinical, environmental, or other contexts. Chicken is specifically listed under poultry in the classification scheme.",10,Food
SRR17490789,USDA-FSIS,SAMN24727939,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA242847,USA,North America,USA:WI,296762549,179545367,2022-01-07T18:27:00.000Z,2021,,,,,,,,,,,,comminuted beef,,enterica,,,USDA-FSIS,,,,,missing,,,,,FSIS12208103,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'comminuted beef', which is a food product. There is no indication of clinical, environmental, or animal host context; the sample was collected by USDA-FSIS, an agency that monitors food safety.",3,Food
SRR5576028,USDA-FSIS,SAMN07141736,Salmonella enterica subsp. enterica serovar Johannesburg,PRJNA242847,USA,North America,USA:PA,362286497,203496507,2017-05-18T16:36:00.000Z,2017,,,,,,,,,,,,Product-Raw-Intact-Pork,,enterica,,,USDA-FSIS,USA:PA,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS1700732,,,Johannesburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploratory Sampling,,,,,,,,,,,,,,,,,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'Product-Raw-Intact-Pork', which is a food product. The sample was collected by the USDA Food Safety and Inspection Service as part of product/environmental sampling, further indicating a focus on food safety and food products.",3,Food
SRR22689362,USDA-FSIS,SAMN32171781,Salmonella enterica subsp. enterica serovar Kentucky,PRJNA242847,USA,North America,USA:AL,503405719,306744717,2022-12-12T14:38:00.000Z,2022,,,,,,,,,,,,raw intact chicken,,enterica,,,USDA-FSIS,USA:AL,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS32208315,,,Salmonella enterica subsp. enterica serovar Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regulatory Sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poultry,High,"The isolation source is 'raw intact chicken', which is a poultry product. The sample was collected by the USDA-FSIS as part of regulatory sampling, likely from poultry production or processing. While it is a food product, the specific mention of 'chicken' aligns best with the 'Poultry' category.",10,Food
SRR8707622,USDA-FSIS,SAMN11099179,Salmonella enterica subsp. enterica serovar Johannesburg,PRJNA242847,USA,North America,USA:IA,397838114,233136203,2019-03-11T11:00:00.000Z,2019,,,,,,,,,,,,Product-Raw-Intact-Pork,,enterica,,,USDA-FSIS,USA:IA,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS11918510,,,Johannesburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploratory Sampling,,,,,,,,,,,,,,,,,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'Product-Raw-Intact-Pork', which is a food product. The sample was collected by the USDA Food Safety and Inspection Service as part of a product/environmental sampling project, further supporting that the context is food safety surveillance.",3,Food
SRR32636162,USDA-FSIS,SAMN47291870,Salmonella enterica subsp. enterica serovar Enteritidis,PRJNA242847,USA,North America,USA:NE,342066767,215431281,2025-03-10T16:42:00.000Z,2025,,,,,,,,,,,,comminuted chicken,,enterica,,,USDA-FSIS,,,,,missing,,,,,FSIS12535533,,,Salmonella enterica subsp. enterica serovar Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'comminuted chicken', which refers to processed chicken meat products. This clearly indicates that the sample was taken from a food product, not directly from a live animal or an environmental source.",3,Food
SRR8375532,USDA-FSIS,SAMN10656554,Salmonella enterica subsp. enterica serovar Infantis,PRJNA242847,USA,North America,USA:VA,892331064,524875319,2018-12-27T17:56:00.000Z,2018,,,,,,,,,,,,comminuted chicken,,enterica,,,USDA-FSIS,USA:VA,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS11816381,,,Infantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploratory Sampling,,,,,,,,,,,,,,,,,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'comminuted chicken', which is a processed food product. The sample was collected by the USDA Food Safety and Inspection Service as part of product/environmental sampling, indicating a focus on food safety. There is no indication that the sample is directly from poultry (live birds) or a clinical context.",3,Food
SRR6459224,USDA-FSIS,SAMN08347859,Salmonella enterica subsp. enterica serovar London,PRJNA242847,USA,North America,USA:WI,515396985,297981577,2018-01-10T18:21:00.000Z,2017,,,,,,,,,,,,"""Product-Raw-Ground\, Comminuted or Otherwise Nonintact-Pork""",,enterica,,,USDA-FSIS,USA:WI,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS11706997,,,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploratory Sampling,,,,,,,,,,,,,,,,,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is specified as 'Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork', which clearly indicates a food product. The sample was collected by the USDA-FSIS as part of product/environmental sampling in a food safety context, further supporting classification as a food sample.",3,Food
SRR8258320,CFSAN,SAMN10496089,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",PRJNA242847,USA,North America,USA:VA,533091056,327821790,2018-11-28T18:23:00.000Z,2013,,,,,,,,,,,,comminuted poultry,,enterica,,,USDA-FSIS,USA:VA,,multi-ingredient| poultry,CFSAN088505,missing,food (comminuted):FOODON_00002754| poultry meat food product:FOODON_00001131,FSIS Product/Environmental Sampling,New York Department of Agriculture,food,FSIS11705270,environmental/food/other,,"4,[5],12:i:-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salmonella,,CFSAN088505,enterica,,,,Regulatory Sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'comminuted poultry', and multiple metadata fields (attr_source_type_sam: food, attr_ontological_term_sam: food (comminuted), poultry meat food product) indicate the sample was taken from a food product. The sample was collected as part of regulatory sampling by USDA-FSIS, further supporting that this is a food surveillance sample rather than directly from poultry animals or their environment.",3,Food
SRR31810173,USDA-FSIS,SAMN45951486,Salmonella enterica subsp. enterica serovar Schwarzengrund,PRJNA242847,USA,North America,USA:CA,369149283,235258567,2024-12-23T15:20:00.000Z,2024,,,,,,,,,,,,raw intact chicken,,enterica,,,USDA-FSIS,USA:CA,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,food,FSIS12434034,,,Salmonella enterica subsp. enterica serovar Schwarzengrund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regulatory Sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'raw intact chicken', and the sample is associated with regulatory sampling by the USDA Food Safety and Inspection Service, specifically under 'FSIS Product/Environmental Sampling'. The attribute 'attr_source_type_sam' is explicitly listed as 'food', and the context is food safety monitoring, not direct sampling from live poultry or clinical cases.",3,Food
SRR8378724,USDA-FSIS,SAMN10661695,Salmonella enterica subsp. enterica serovar Kentucky,PRJNA242847,USA,North America,USA:GA,877625149,546927992,2018-12-28T17:58:00.000Z,2018,,,,,,,,,,,,comminuted chicken,,enterica,,,USDA-FSIS,USA:GA,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS31801362,,,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regulatory Sampling,,,,,,,,,,,,,,,,,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'comminuted chicken', which is a processed food product. The sample was collected by the USDA Food Safety and Inspection Service as part of regulatory sampling, indicating it is from a food safety context rather than directly from animals or the environment.",3,Food
SRR25209393,USDA-FSIS,SAMN36376861,Salmonella enterica subsp. enterica serovar Infantis,PRJNA242847,USA,North America,USA:GA,450699799,261878169,2023-07-09T20:46:00.000Z,2023,,,,,,,,,,,,comminuted chicken,,enterica,,,USDA-FSIS,USA:GA,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS22313471,,,Salmonella enterica subsp. enterica serovar Infantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploratory Sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'comminuted chicken', which is a food product. The sample was collected by the USDA Food Safety and Inspection Service as part of product/environmental sampling, indicating it is related to food safety monitoring rather than clinical, environmental, or animal sources.",3,Food
SRR12628461,USDA-FSIS,SAMN16118303,Salmonella enterica subsp. enterica serovar Derby,PRJNA242847,USA,North America,USA:WI,431327985,276878621,2020-09-12T14:51:00.000Z,2020,,,,,,,,,,,,"""Product-Raw-Ground\, Comminuted or Otherwise Nonintact-Pork""",,enterica,,,USDA-FSIS,USA:WI,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS32003774,,,Salmonella enterica subsp. enterica serovar Derby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regulatory Sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork', which clearly indicates a food product. The sample was collected by the USDA-FSIS as part of regulatory sampling, further supporting that the context is food safety and monitoring of food products.",3,Food
SRR26412477,USDA-FSIS,SAMN37862624,Salmonella enterica subsp. enterica serovar Kentucky,PRJNA242847,USA,North America,USA:GA,457634113,278463565,2023-10-17T17:15:00.000Z,2023,,,,,,,,,,,,chicken - young chicken carcass rinse (post-chill),,enterica,,,USDA-FSIS,USA:GA,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,food,FSIS12325520,,,Salmonella enterica subsp. enterica serovar Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regulatory Sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poultry,High,"The isolation source is 'chicken - young chicken carcass rinse (post-chill)', and the sample was collected by USDA-FSIS as part of regulatory sampling in a food safety context. While the source type is listed as 'food', the specific mention of 'young chicken carcass' and the context of poultry processing aligns most closely with the 'Poultry' category.",10,Food
SRR16988323,USDA-FSIS,SAMN23310686,Salmonella enterica subsp. enterica serovar Kentucky,PRJNA242847,USA,North America,USA:NC,367123417,230786229,2021-11-19T16:29:00.000Z,2021,,,,,,,,,,,,chicken carcass,,enterica,,,USDA-FSIS,USA:NC,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS12107126,,,Salmonella enterica subsp. enterica serovar Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regulatory Sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'chicken carcass' and the sample was collected by the USDA Food Safety and Inspection Service as part of regulatory sampling, which strongly indicates the sample is from a food product (poultry meat) in the context of food safety monitoring.",3,Food
SRR6197828,USDA-FSIS,SAMN07819112,Salmonella enterica subsp. enterica serovar Infantis,PRJNA242847,USA,North America,USA:IL,394039681,218915251,2017-10-20T21:09:00.000Z,2017,,,,,,,,,,,,raw intact chicken,,enterica,,,USDA-FSIS,USA:IL,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS21720428,,,Infantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regulatory Sampling,,,,,,,,,,,,,,,,,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poultry,High,"The isolation source is 'raw intact chicken', which is a poultry product. The sample was collected by USDA-FSIS as part of regulatory sampling, indicating it is related to poultry production or processing. While this is also a food product, the source is specifically chicken, which fits best under the 'Poultry' category.",10,Food
SRR19397092,USDA-FSIS,SAMN28659300,Salmonella enterica subsp. enterica serovar Muenchen,PRJNA242847,USA,North America,USA:TX,453124209,253169802,2022-05-25T13:33:00.000Z,2022,,,,,,,,,,,,comminuted beef,,enterica,,,USDA-FSIS,,,,,missing,,,,,FSIS12211597,,,Salmonella enterica subsp. enterica serovar Muenchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'comminuted beef', which is a food product. There is no indication that the sample is from a clinical, environmental, or animal source other than as a food product. The involvement of USDA-FSIS further supports that this is a food safety surveillance sample.",3,Food
SRR5762343,USDA-FSIS,SAMN07283987,Salmonella enterica subsp. enterica serovar Muenchen,PRJNA242847,USA,North America,USA:CO,458787370,286660077,2017-06-27T17:23:00.000Z,2017,,,,,,,,,,,,"""Product-Raw-Ground\, Comminuted or Otherwise Nonintact-Pork""",,enterica,,,USDA-FSIS,USA:CO,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS1702249,,,Muenchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploratory Sampling,,,,,,,,,,,,,,,,,enterica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,High,"The isolation source is 'Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork', which clearly indicates a food product. The project is conducted by the USDA Food Safety and Inspection Service, further supporting that the sample is from a food safety surveillance context.",3,Food
SRR21203764,USDA-FSIS,SAMN30498493,Salmonella enterica subsp. enterica serovar Kentucky,PRJNA242847,USA,North America,USA:AL,428599812,251588145,2022-08-25T18:44:00.000Z,2022,,,,,,,,,,,,chicken - young chicken carcass rinse (pre-evisceration),,enterica,,,USDA-FSIS,USA:AL,,,,missing,,FSIS Product/Environmental Sampling,United States Department of Agriculture|Food Safety and Inspection Service,,FSIS12214322,,,Salmonella enterica subsp. enterica serovar Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploratory Sampling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poultry,High,"The isolation source is 'chicken - young chicken carcass rinse (pre-evisceration)', which specifically refers to poultry (chicken) in a processing context. The involvement of the USDA-FSIS and the mention of 'FSIS Product/Environmental Sampling' further supports that this sample is from poultry production or processing, not general livestock or food products.",10,Food
SRR32242025,USDA-FSIS,SAMN46579432,Salmonella enterica subsp. enterica serovar Infantis,PRJNA242847,USA,North America,USA:AL,290161148,175824434,2025-02-05T16:00:00.000Z,2025,,,,,,,,,,,,raw intact chicken,,enterica,,,USDA-FSIS,,,,,missing,,,,,FSIS22517929,,,Salmonella enterica subsp. enterica serovar Infantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poultry,High,"The isolation source is 'raw intact chicken', which directly indicates the sample was taken from poultry. There is no indication of clinical, environmental, or other contexts. The involvement of USDA-FSIS further supports that this is a food safety surveillance sample from poultry.",10,Food
